age,bmi_wo_skew,children_wo_skew,new_feat_0,new_feat_1,new_feat_2,region_missing_is_missing,sex_enc_0,sex_enc_1,smoker_enc_0,smoker_enc_1,region_enc_0,region_enc_1,region_enc_2
1.6224611284738955,-0.6932819239456078,-1.0431601443894039,0.011422044523206774,-0.05557911614644125,-1.2356031483933712,0.7302443979476629,0,1,0,1,0,1,0
-1.155498765859011,0.6438504982877361,-1.0431601443894039,0.14470880585975754,-0.04791364954053497,-0.8554487121726416,0.7302443979476629,1,0,1,0,0,0,1
1.1950826831919097,1.4506489834114167,-1.0431601443894039,-0.00840441607311476,-0.011124293078026965,1.6176109157243757,0.7302443979476629,0,1,1,0,0,1,0
-0.8705798023376873,1.7777009976022096,-1.0431601443894039,0.1701857956541449,-0.029579395609570243,-1.6576335610779422,0.7302443979476629,1,0,0,1,0,1,0
-1.4404177293803346,-0.9969272170191515,0.1988204443998905,0.05496079986225722,-0.0023989244256876494,1.3205042167767431,0.7302443979476629,1,0,1,0,0,0,1
0.9101637196705861,0.06899959802485992,0.1988204443998905,0.08569926732991823,0.16263007367665533,-0.05016231495537658,0.7302443979476629,0,1,1,0,1,0,0
-1.155498765859011,-1.1359454737739332,-1.0431601443894039,0.14470880585975754,-0.008407243131955166,1.1973230180763619,0.7302443979476629,1,0,1,0,1,0,0
1.1950826831919097,1.5193730572600521,-1.0431601443894039,-0.00840441607311476,-0.011647833759013135,1.6995908945848113,0.7302443979476629,1,0,1,0,0,0,1
-0.6568905796966944,0.7820070078719141,-1.0431601443894039,0.20379713577886918,-0.03450081398424409,-0.6255965810852172,0.7302443979476629,1,0,0,1,0,0,1
1.4800016467132335,0.8890037642409645,-1.0431601443894039,0.006085505477170239,0.0006910388608055395,1.2004606818368317,0.7302443979476629,0,1,1,0,1,0,0
-0.6568905796966944,0.3302139797936517,0.1988204443998905,0.04076409863983168,-0.050647998248762434,-0.32936353030647497,0.7302443979476629,0,1,1,0,0,0,1
-1.5116474702606657,0.5973975599060517,-1.0431601443894039,0.1263680938421497,-0.05825035053619493,-1.014242336900459,0.7302443979476629,1,0,1,0,0,1,0
-0.3719716161753707,0.25351185000651155,0.1988204443998905,0.02077314991710471,-0.043313822953375866,-0.20697367950823453,0.7302443979476629,0,1,0,1,1,0,0
-0.15828239353437792,-0.39154310818708454,0.9253325154652102,-0.4372397635457937,-0.017019218738198044,-0.05098734606274219,0.7302443979476629,1,0,1,0,0,1,1
1.4087719058329027,-0.4438952778173649,1.4408010331891847,0.1550525370467602,-0.06728817637475046,-0.7370455001035446,0.7302443979476629,0,1,1,0,0,1,0
1.6936908693542263,-1.2781255471136057,-1.0431601443894039,0.013753664395165736,-0.041316804227374174,-2.273618169395595,0.7302443979476629,0,1,1,0,1,0,0
1.1238529423115788,0.3897429987360717,0.9253325154652102,0.13786033435790954,0.01781477046479303,0.32436086019078403,0.7302443979476629,0,1,1,0,0,1,1
-1.155498765859011,-2.429268979029953,0.1988204443998905,0.052026001307941765,-0.016016003558529758,2.6890096896563302,0.7302443979476629,1,0,1,0,0,1,1
-0.5856608388163635,0.9334643248715376,0.9253325154652102,-0.06937728847745875,-0.03151382089759442,-0.658536382978161,0.7302443979476629,1,0,0,1,0,0,1
-1.2267285067393419,0.8276669429194273,-1.0431601443894039,0.14018870369014402,-0.04352284596870352,-1.1263040903425086,0.7302443979476629,1,0,0,1,0,0,1
-1.5116474702606657,-0.6888645650187282,-1.0431601443894039,0.1263680938421497,0.008132065777953749,0.9265584335335884,0.7302443979476629,0,1,1,0,1,0,0
-1.4404177293803346,-0.2936154169934483,2.167313104254504,-0.06288095090554935,0.04622661106048964,0.3093036254958665,0.7302443979476629,0,1,1,0,0,0,1
1.6936908693542263,-0.34288073551520726,-1.0431601443894039,0.013753664395165736,-0.09209920119384363,-0.69251428187337,0.7302443979476629,1,0,1,0,0,1,1
-0.7993500614573563,0.9484946743100664,0.1988204443998905,0.04541541842062612,-0.034539458098542065,-0.8696334101178387,0.7302443979476629,1,0,0,1,0,0,1
-1.4404177293803346,-1.7951683044936737,-1.0431601443894039,0.12931066663461852,-0.01142552561629823,2.4681912875886183,0.7302443979476629,1,0,1,0,0,1,1
1.6224611284738955,0.41977438533912875,1.4408010331891847,0.14343736913897695,0.03160471876234445,0.5669678898892773,0.7302443979476629,0,1,1,0,0,1,1
-0.9418095432180181,-1.7203183384015828,-1.0431601443894039,0.16237141575185862,-0.015007151930697592,1.5043861758089543,0.7302443979476629,1,0,1,0,0,0,1
-0.30074187529503976,0.9889738007816739,0.1988204443998905,0.009856923267360526,-0.026971366511884264,-0.40972691850794307,0.7302443979476629,1,0,0,1,1,0,0
1.4800016467132335,1.4621316452967124,-1.0431601443894039,0.006085505477170239,-0.008477370613176407,2.0471316872560203,0.7302443979476629,1,0,0,1,0,0,1
-1.08426902497868,-0.6386542189309508,-1.0431601443894039,0.14982279330853512,0.0011540309392068459,0.5783522890598726,0.7302443979476629,0,1,1,0,1,0,0
-0.5856608388163635,0.9829863190625108,0.9253325154652102,-0.06937728847745875,-0.031069732471219132,-0.6874861626449702,0.7302443979476629,0,1,1,0,0,1,0
0.1266365699869458,-1.5278371951261793,0.1988204443998905,0.20224336281766905,-0.02386342682168292,-0.3059722162830092,0.7302443979476629,1,0,1,0,0,1,0
-0.15828239353437792,0.07226582483558672,0.9253325154652102,-0.4372397635457937,-0.05347190292010258,-0.12426518798756814,0.7302443979476629,0,1,1,0,0,1,0
-0.08705265265404699,1.0456927995742114,0.1988204443998905,-0.13007654270910296,-0.023868521492297214,-0.20371080780633907,0.7302443979476629,1,0,1,0,1,0,0
1.1238529423115788,1.0828494294422344,-1.0431601443894039,-0.013174859551035086,-0.008117071362324408,1.1018787096009917,0.7302443979476629,1,0,1,0,0,0,1
-1.5116474702606657,1.2835643189557826,0.9253325154652102,0.014079117472614701,-0.03924528114983475,-2.0495779413658624,0.7302443979476629,0,1,1,0,1,0,0
-0.7993500614573563,0.7008643746812174,-1.0431601443894039,0.17939284763445795,-0.03872298202453507,-0.6720539708846781,0.7302443979476629,0,1,1,0,0,1,1
1.4800016467132335,-1.009725772293793,-1.0431601443894039,0.006085505477170239,-0.043292341763908095,-1.6044966389545854,0.7302443979476629,0,1,1,0,0,1,0
-0.22951213441470886,0.7667439436707751,0.1988204443998905,-0.007835067092090217,-0.026904469704873493,-0.2885013672136307,0.7302443979476629,1,0,0,1,0,1,0
-1.5116474702606657,0.8314632380395411,-1.0431601443894039,0.1263680938421497,-0.04824223974721003,-1.3674167324228412,0.7302443979476629,0,1,1,0,1,0,0
-1.297958247619673,0.5242085091356585,0.9253325154652102,0.005389052109224841,-0.05748669497892373,-0.7919978629687411,0.7302443979476629,0,1,1,0,0,1,1
0.6252447561492623,-0.3958235171734408,0.1988204443998905,0.09428281182314445,-0.044892035006435786,-0.35987945900807383,0.7302443979476629,1,0,0,1,0,0,1
-0.22951213441470886,0.6484846319984833,-1.0431601443894039,0.4587845587027873,-0.027671409545775665,-0.261409312042062,0.7302443979476629,1,0,0,1,0,1,0
0.055406829106614874,-0.27837701547858384,1.4408010331891847,2.309167327370153,-0.025495298460697615,-0.12824344176041766,0.7302443979476629,0,1,1,0,0,1,1
1.3375421649525716,1.0315404240578396,0.9253325154652102,0.12651761156341218,-0.004481274968283673,1.2643448118799356,0.7302443979476629,1,0,0,1,0,1,1
1.3375421649525716,0.23826300874814593,0.9253325154652102,0.12651761156341218,0.05617280805288647,0.2052532097154192,0.7302443979476629,0,1,1,0,1,0,0
-1.5116474702606657,0.2149445143831188,0.9253325154652102,0.014079117472614701,-0.12150743598044748,-0.4371708745426885,0.7302443979476629,1,0,0,1,0,1,0
0.981393460550917,-1.3168760630240317,0.1988204443998905,0.08433212550574333,-0.03316942060931161,-1.4028457436962305,0.7302443979476629,0,1,0,1,0,1,0
-0.3719716161753707,1.0880414089297628,0.9253325154652102,-0.1476442186857102,-0.0275021369966641,-0.5168243771244166,0.7302443979476629,0,1,1,0,0,1,1
0.2690960517476077,-0.5060600053301687,1.4408010331891847,0.5285530435747143,-0.030169839162698876,-0.24877623407215566,0.7302443979476629,1,0,1,0,1,0,0
-1.013039284098349,0.5288953713007045,1.8406294780252068,-0.08980994004077,-0.049609708018141185,-0.6476547111139963,0.7302443979476629,1,0,1,0,0,1,0
1.7649206102345572,-0.9786751126288626,0.1988204443998905,0.076576789833012,-0.048035996159978715,-1.8369566193472737,0.7302443979476629,1,0,1,0,0,1,1
-0.7993500614573563,-0.7562365744735078,0.1988204443998905,0.04541541842062612,-0.007848098058798717,0.49053876866130663,0.7302443979476629,0,1,1,0,0,1,1
-1.3691879885000038,-1.4044652527794634,-1.0431601443894039,0.13255940439389907,-0.009001987799815255,1.8065943647382778,0.7302443979476629,0,1,0,1,0,1,1
-1.4404177293803346,-0.24291342872798688,-1.0431601443894039,0.12931066663461852,0.06061305348972664,0.23640582894065879,0.7302443979476629,0,1,1,0,0,0,1
1.5512313875935644,1.3467814886005653,0.9253325154652102,0.11829991271566272,-0.006516236722532773,1.9724816350079333,0.7302443979476629,0,1,1,0,0,0,1
0.055406829106614874,-0.6888645650187282,0.1988204443998905,0.3762852620582929,-0.02382894775794519,-0.15094544797757026,0.7302443979476629,1,0,1,0,0,1,1
0.055406829106614874,0.9169070087537231,-1.0431601443894039,-1.5565968032535673,-0.02184989091932719,-0.062138281251204096,0.7302443979476629,0,1,1,0,0,1,0
-0.7993500614573563,-1.1109280323276127,1.4408010331891847,-0.08856201079320565,-0.01258958416069536,0.7735402408100804,0.7302443979476629,1,0,0,1,0,1,0
-0.8705798023376873,-0.9695629158009881,-1.0431601443894039,0.1701857956541449,-0.010083436754930768,0.7296825084873639,0.7302443979476629,0,1,0,1,0,1,0
-0.5856608388163635,-0.3105751219489129,2.167313104254504,-0.25223886838506643,0.003795250052781241,0.06870953008800071,0.7302443979476629,1,0,1,0,1,0,0
0.981393460550917,-0.37871332362965454,1.4408010331891847,0.19345743617966615,-0.05910740324462361,-0.483831393838501,0.7302443979476629,0,1,1,0,0,0,1
1.3375421649525716,0.26793720286009687,0.1988204443998905,0.07968059779838176,0.0474377234197502,0.2448707371760966,0.7302443979476629,1,0,1,0,0,1,0
0.3403257926279386,-0.49913269759666723,0.9253325154652102,0.3013165221717874,-0.032278532162365856,-0.28240328911444734,0.7302443979476629,1,0,1,0,0,0,1
1.2663124240722408,0.5834218671537786,-1.0431601443894039,-0.004170644977707737,0.007796098699516272,0.6245885134970391,0.7302443979476629,1,0,1,0,0,1,1
-0.7281203205770254,-0.12728835687457557,0.1988204443998905,0.043317270586529566,0.0576694137965839,-0.020336932010226266,0.7302443979476629,0,1,1,0,0,1,0
-1.297958247619673,0.817030219455061,-1.0431601443894039,0.13616471255782256,-0.04501882822885817,-1.171369578108661,0.7302443979476629,1,0,1,0,0,1,0
-1.2267285067393419,1.4484947005887367,-1.0431601443894039,0.14018870369014402,-0.03459765727689641,-1.8864912619999448,0.7302443979476629,0,1,1,0,1,0,0
0.1266365699869458,0.41977438533912875,-1.0431601443894039,-0.6434433632758663,-0.01846037892889742,-0.05978673339967845,0.7302443979476629,0,1,1,0,0,1,1
-0.5856608388163635,-0.5887121440310467,0.1988204443998905,0.03758987859111705,-0.008721906089668616,0.2313040628406412,0.7302443979476629,1,0,1,0,1,0,0
0.41155553350826957,1.2280484951576356,-1.0431601443894039,-0.1516998926859332,-0.017990384653441077,0.3916333111144487,0.7302443979476629,0,1,1,0,1,0,0
-1.2267285067393419,1.1302286884903234,0.1988204443998905,0.0528875073067369,-0.03794828228523171,-1.4967829466371239,0.7302443979476629,1,0,0,1,0,1,0
0.6252447561492623,1.6513710939333752,1.8406294780252068,0.3207088812240682,-0.017379332067329164,0.917765366441047,0.7302443979476629,0,1,1,0,0,1,1
-0.15828239353437792,0.7054737963957709,0.9253325154652102,-0.4372397635457937,-0.02585115244831012,-0.22430662820549252,0.7302443979476629,0,1,0,1,0,0,1
0.41155553350826957,-1.3140347880330447,0.9253325154652102,0.2607386077036055,-0.027099289867278793,-0.6526520081830628,0.7302443979476629,1,0,0,1,0,1,1
1.2663124240722408,0.1308775911166202,-1.0431601443894039,-0.004170644977707737,0.11324068599089933,0.05257946792357257,0.7302443979476629,0,1,0,1,0,1,1
1.1950826831919097,-0.5338200045108864,-1.0431601443894039,-0.00840441607311476,-0.054152716175911664,-0.7496341640329368,0.7302443979476629,0,1,1,0,0,0,1
0.48278527438860047,-0.44045355215241794,-1.0431601443894039,-0.11945330723039718,-0.03809901704046462,-0.3251014157015337,0.7302443979476629,0,1,1,0,0,1,1
1.1238529423115788,-0.5721236629300472,-1.0431601443894039,-0.013174859551035086,-0.050297674427071955,-0.754648747952745,0.7302443979476629,0,1,1,0,0,1,1
-1.297958247619673,1.4031606328689503,-1.0431601443894039,0.13616471255782256,-0.03569531029125484,-1.9307439427688204,0.7302443979476629,0,1,1,0,0,1,0
0.981393460550917,-0.9613698051075081,0.1988204443998905,0.08433212550574333,-0.03704133165974137,-1.054595553435619,0.7302443979476629,0,1,1,0,0,1,1
1.4087719058329027,-0.08738752190448318,1.4408010331891847,0.1550525370467602,-0.24919544747251604,-0.23573059490285508,0.7302443979476629,1,0,0,1,1,0,0
-0.30074187529503976,0.7008643746812174,0.9253325154652102,-0.19844955460418132,-0.02872768366178433,-0.32323962165983827,0.7302443979476629,1,0,1,0,0,1,1
1.7649206102345572,0.1535795586761025,0.9253325154652102,0.11207214323752944,0.1387600498719177,0.157709672246781,0.7302443979476629,0,1,0,1,0,0,1
-0.7993500614573563,1.1302286884903234,0.1988204443998905,0.04541541842062612,-0.03263556591090063,-1.0146354743448096,0.7302443979476629,0,1,1,0,0,1,0
1.052623201431248,0.07226582483558672,1.4408010331891847,0.184890942035763,0.18195043318787368,-0.03691895041471885,0.7302443979476629,0,1,1,0,0,0,1
1.1238529423115788,1.2273161917729958,-1.0431601443894039,-0.013174859551035086,-0.009833490048835939,1.263939659236429,0.7302443979476629,1,0,1,0,0,1,0
1.1950826831919097,-1.8909717296823612,-1.0431601443894039,-0.00840441607311476,-0.031578284841331426,-2.368561324623116,0.7302443979476629,1,0,0,1,1,0,0
-0.08705265265404699,-2.0239389518904614,-1.0431601443894039,1.100154392373107,-0.02209458893426973,0.06301758033694962,0.7302443979476629,1,0,0,1,0,0,1
0.1266365699869458,0.2020562920693149,-1.0431601443894039,-0.6434433632758663,-0.013893329721951843,-0.08730712527949142,0.7302443979476629,0,1,1,0,0,0,1
-0.6568905796966944,-0.8411495367345201,-1.0431601443894039,0.20379713577886918,-0.011726781852389682,0.4386797251373584,0.7302443979476629,1,0,1,0,1,0,0
-1.5116474702606657,-0.04021318708512371,-1.0431601443894039,0.1263680938421497,0.5054451321453249,-0.0521713833847681,0.7302443979476629,0,1,1,0,1,0,0
1.5512313875935644,-0.0724661121003254,1.4408010331891847,0.14695352676722978,-0.323453275273585,-0.22505288048867966,0.7302443979476629,0,1,0,1,0,1,0
-0.3719716161753707,-0.48183651792077725,0.1988204443998905,0.02077314991710471,-0.011852621657877874,0.06605224552571125,0.7302443979476629,0,1,1,0,0,0,1
-1.3691879885000038,-0.39154310818708454,0.1988204443998905,0.05434160875481998,0.026431908220304313,0.422262871803442,0.7302443979476629,1,0,0,1,0,1,1
-1.4404177293803346,-0.3275646069643248,0.1988204443998905,0.05496079986225722,0.03908308897538357,0.35811475161489725,0.7302443979476629,0,1,1,0,0,0,1
-0.9418095432180181,0.08450474057586897,0.9253325154652102,-0.017857536364284974,-0.17928468556159505,-0.19228888111958875,0.7302443979476629,1,0,1,0,0,1,1
-0.7281203205770254,-0.4061043018221733,-1.0431601443894039,0.1904012939950561,0.0024915565793172034,0.18230145082395133,0.7302443979476629,1,0,1,0,0,1,0
1.6936908693542263,0.7499295106829919,-1.0431601443894039,0.013753664395165736,0.009032128715890387,1.1549661929288182,0.7302443979476629,1,0,0,1,0,1,0
1.052623201431248,0.5242085091356585,0.1988204443998905,0.08315000935409822,0.005513454684615099,0.4379319345513858,0.7302443979476629,1,0,1,0,0,1,1
1.1238529423115788,-0.10898046549420527,0.9253325154652102,0.13786033435790954,-0.16758647647410188,-0.23510068594385897,0.7302443979476629,0,1,1,0,0,0,1
-0.15828239353437792,0.07226582483558672,-1.0431601443894039,0.635155866043296,-0.05347190292010258,-0.12426518798756814,0.7302443979476629,1,0,1,0,0,0,1
-1.297958247619673,0.8458770253944178,-1.0431601443894039,0.13616471255782256,-0.04425765509875566,-1.2087427026409407,0.7302443979476629,0,1,1,0,0,1,1
0.9101637196705861,0.2991227270782471,1.4408010331891847,0.20336476416463684,0.02005153426188812,0.15890240125245014,0.7302443979476629,1,0,1,0,1,0,0
1.4800016467132335,-0.29446269737940256,-1.0431601443894039,0.006085505477170239,-0.0933147527067316,-0.5478519933277897,0.7302443979476629,1,0,1,0,1,0,0
1.3375421649525716,2.7084016300220886,-1.0431601443894039,-0.0003878060861212701,-0.015760405533071592,3.5030945694775006,0.7302443979476629,1,0,1,0,0,1,0
-0.7281203205770254,-0.4061043018221733,0.1988204443998905,0.043317270586529566,0.0024915565793172034,0.18230145082395133,0.7302443979476629,0,1,0,1,0,1,0
0.6964744970295933,-0.5390340856481487,-1.0431601443894039,-0.06228856937894397,-0.04085234887463052,-0.48758120275993944,0.7302443979476629,0,1,1,0,0,1,0
-0.15828239353437792,-1.224537633160942,0.9253325154652102,-0.4372397635457937,-0.020882829600082933,0.08061865972821601,0.7302443979476629,0,1,1,0,0,1,1
0.3403257926279386,1.053134130722684,0.9253325154652102,0.3013165221717874,-0.018158623879527377,0.24490208085148585,0.7302443979476629,1,0,1,0,0,0,1
-1.5116474702606657,-1.1535928171555687,-1.0431601443894039,0.1263680938421497,-0.004288276132436971,1.6277723869821468,0.7302443979476629,1,0,1,0,1,0,0
-1.3691879885000038,-0.23027910406224666,-1.0431601443894039,0.13255940439389907,0.06083811122544286,0.20186800653309694,0.7302443979476629,0,1,1,0,0,1,1
0.3403257926279386,0.16167509603937863,0.1988204443998905,0.11723855291930556,0.006875925760324516,-0.05792674182077529,0.7302443979476629,1,0,0,1,1,0,0
0.5540150152689314,0.5686496709191795,1.4408010331891847,0.2911149751518205,-0.009010668745827484,0.2016135479682659,0.7302443979476629,0,1,1,0,0,1,1
-0.9418095432180181,-0.2623179435280428,-1.0431601443894039,0.16237141575185862,0.027744633190197345,0.1337516068098468,0.7302443979476629,0,1,1,0,1,0,0
-1.4404177293803346,-0.3445840294679234,-1.0431601443894039,0.12931066663461852,0.036031602107529995,0.38258476633421373,0.7302443979476629,0,1,0,1,0,0,1
0.9101637196705861,1.0976772040778426,-1.0431601443894039,-0.03196622950480038,-0.011049179427695809,0.884381694868689,0.7302443979476629,0,1,1,0,0,0,1
-0.5144310979360326,-2.3471273224481033,0.9253325154652102,-0.0882415423684423,-0.019619529053366194,1.0923679923581082,0.7302443979476629,0,1,0,1,0,1,1
-0.08705265265404699,0.6901013180353659,0.9253325154652102,-0.8497155069593191,-0.024471201418811747,-0.1728125273650176,0.7302443979476629,1,0,1,0,0,0,1
1.4087719058329027,-0.6553609796572949,-1.0431601443894039,0.003012500142904154,-0.05290052656878206,-1.0344048324401662,0.7302443979476629,0,1,1,0,1,0,0
1.5512313875935644,-1.47750159477288,-1.0431601443894039,0.008876297112778249,-0.037449807475185046,-2.400581637518513,0.7302443979476629,0,1,1,0,1,0,0
0.981393460550917,0.8731348925075654,0.9253325154652102,0.1481663401295343,-0.006907073158055165,0.7424659490047878,0.7302443979476629,0,1,1,0,0,0,1
-1.4404177293803346,-0.8241039863665555,-1.0431601443894039,0.12931066663461852,0.0018581912679030118,1.0720241642359074,0.7302443979476629,1,0,1,0,0,1,1
-1.3691879885000038,-0.2623179435280428,-1.0431601443894039,0.13255940439389907,0.0506351163165999,0.24565456476599384,0.7302443979476629,0,1,1,0,1,0,0
-1.2267285067393419,-0.3872646079675596,-1.0431601443894039,0.14018870369014402,0.021806331867322327,0.36134746520877065,0.7302443979476629,0,1,1,0,0,1,0
-1.4404177293803346,0.5973975599060517,-1.0431601443894039,0.12931066663461852,-0.05657514436890224,-0.9717680827376379,0.7302443979476629,1,0,1,0,0,0,1
-1.2267285067393419,-0.8924778925609461,-1.0431601443894039,0.14018870369014402,-0.003387155413225094,0.9799677719756946,0.7302443979476629,1,0,1,0,0,1,1
1.052623201431248,0.25030345537233667,1.4408010331891847,0.184890942035763,0.03638599849226676,0.1501431027050791,0.7302443979476629,0,1,1,0,0,1,0
-1.2267285067393419,0.8882486287932013,-1.0431601443894039,0.14018870369014402,-0.04210257895701646,-1.200484762629965,0.7302443979476629,0,1,1,0,0,0,1
-0.3719716161753707,-1.4044652527794634,0.9253325154652102,-0.1476442186857102,-0.01897781101494682,0.4086130980203208,0.7302443979476629,1,0,1,0,1,0,0
-0.9418095432180181,0.34453222867374955,0.1988204443998905,0.048659607406778146,-0.061105290050629764,-0.4367350865733752,0.7302443979476629,1,0,1,0,1,0,0
-0.3719716161753707,-0.8699298751026057,0.9253325154652102,-0.1476442186857102,-0.016691362882245084,0.2101465992573503,0.7302443979476629,1,0,0,1,0,1,0
-0.7281203205770254,-0.10316233965985386,0.9253325154652102,-0.042721367562651234,0.07646471390774957,-0.03787128469417904,0.7302443979476629,1,0,1,0,0,1,1
-0.6568905796966944,-0.27837701547858384,1.4408010331891847,-0.12226893849920581,0.010454655056826342,0.06967929683236107,0.7302443979476629,1,0,0,1,0,1,1
-0.7281203205770254,1.307584901148051,1.4408010331891847,-0.10376675282199697,-0.030522437433042178,-1.063176847899398,0.7302443979476629,0,1,1,0,0,1,0
0.48278527438860047,0.02234004708654866,1.4408010331891847,0.3242009297866703,0.2809280277280328,-0.10208218600828124,0.7302443979476629,1,0,0,1,0,1,1
0.8389339787902551,1.146468738145714,0.1988204443998905,0.08729856367481731,-0.012417879142091503,0.8471957882384926,0.7302443979476629,0,1,1,0,0,1,0
0.981393460550917,1.102121669902797,0.1988204443998905,0.08433212550574333,-0.01018812447133954,0.9667789871560839,0.7302443979476629,0,1,1,0,0,1,1
-1.4404177293803346,-0.3275646069643248,0.1988204443998905,0.05496079986225722,0.03908308897538357,0.35811475161489725,0.7302443979476629,1,0,1,0,0,0,1
-0.30074187529503976,-1.0832133255182157,0.1988204443998905,0.009856923267360526,-0.01879812302361128,0.21232098024643856,0.7302443979476629,1,0,1,0,0,1,1
0.6252447561492623,-0.10898046549420527,-1.0431601443894039,-0.0770018974410284,-0.10330570372282397,-0.18086201791786374,0.7302443979476629,1,0,1,0,0,1,0
-0.5144310979360326,1.0598270426204364,1.4408010331891847,-0.174644533290095,-0.029518549652207567,-0.6570536032661024,0.7302443979476629,0,1,1,0,1,0,0
0.19786631086727674,-1.224537633160942,-1.0431601443894039,-0.3877407306488312,-0.02496912327362609,-0.35469716806824,0.7302443979476629,0,1,0,1,1,0,0
0.055406829106614874,-0.8411495367345201,0.1988204443998905,0.3762852620582929,-0.023624358121234142,-0.1593675654779519,0.7302443979476629,0,1,1,0,1,0,0
0.3403257926279386,1.4074859346286979,-1.0431601443894039,-0.197444814006858,-0.019301691977934268,0.3652754636023508,0.7302443979476629,1,0,1,0,0,1,1
0.6252447561492623,-1.0298747395686765,-1.0431601443894039,-0.0770018974410284,-0.031228636165463387,-0.7555879368283559,0.7302443979476629,1,0,0,1,0,1,0
-1.5116474702606657,-0.8924778925609461,-1.0431601443894039,0.1263680938421497,0.0010981728398189923,1.2337842277998126,0.7302443979476629,1,0,0,1,1,0,0
-0.6568905796966944,0.817030219455061,-1.0431601443894039,0.20379713577886918,-0.03399490711106979,-0.6485607088396362,0.7302443979476629,1,0,0,1,0,1,0
0.7677042379099241,-0.42498111833424784,1.4408010331891847,0.22869479730983389,-0.04807906917943035,-0.4385078865073481,0.7302443979476629,0,1,1,0,0,1,0
0.19786631086727674,-0.6386542189309508,-1.0431601443894039,-0.3877407306488312,-0.027051769392617837,-0.23898367257905348,0.7302443979476629,0,1,0,1,0,1,1
-1.5116474702606657,1.0158771445845347,-1.0431601443894039,0.1263680938421497,-0.043605312406265154,-1.64567311964423,0.7302443979476629,0,1,0,1,0,1,0
1.052623201431248,1.4190120532142363,0.1988204443998905,0.08315000935409822,-0.012276745141462254,1.3780915378306462,0.7302443979476629,1,0,1,0,0,0,1
-0.5144310979360326,-0.09236632606806902,0.9253325154652102,-0.0882415423684423,0.055551025197978776,-0.06541903892167245,0.7302443979476629,0,1,1,0,0,0,1
-0.15828239353437792,-0.11896237699631275,-1.0431601443894039,0.635155866043296,-0.004005276135528292,-0.09405276871809778,0.7302443979476629,1,0,1,0,0,1,1
0.5540150152689314,-0.35907419553545933,1.8406294780252068,0.3533458629838148,-0.044376316706537564,-0.3114146277446384,0.7302443979476629,1,0,1,0,1,0,0
-1.3691879885000038,1.0382464455882843,2.167313104254504,-0.06963066422219114,-0.041227081139230064,-1.5317892911661037,0.7302443979476629,0,1,1,0,0,0,1
-0.5144310979360326,0.4497193501482417,1.4408010331891847,-0.174644533290095,-0.03877037630384516,-0.3437721622786063,0.7302443979476629,0,1,1,0,0,1,1
-1.4404177293803346,0.23826300874814593,0.1988204443998905,0.05496079986225722,-0.107636921353261,-0.4554152070045781,0.7302443979476629,0,1,1,0,0,1,1
-0.8705798023376873,-2.105838023187864,1.4408010331891847,-0.07584533437759519,-0.016890526301590384,1.717082302907339,0.7302443979476629,1,0,1,0,1,0,0
1.6936908693542263,1.6851927699004687,-1.0431601443894039,0.013753664395165736,-0.00857823525757673,2.736101267581812,0.7302443979476629,1,0,1,0,0,1,0
0.6964744970295933,-0.009710645505698874,-1.0431601443894039,-0.06228856937894397,-1.0303900814569162,-0.11959859106233477,0.7302443979476629,1,0,1,0,0,0,1
